ymin,xmin,crop_type,burn_area
12.1,105.09999999999958,Ag,0.0
12.1,105.19999999999956,Forest,0.0
12.1,105.19999999999958,Ag,0.0
12.1,105.29999999999954,Forest,0.0
12.1,105.29999999999956,Ag,0.0
12.1,105.39999999999954,Forest,0.0
12.1,105.39999999999957,Ag,0.0
12.1,105.49999999999952,Forest,0.0
12.1,105.49999999999956,Ag,0.0
12.2,97.3,Forest,0.0
12.2,97.4,Forest,0.0
12.2,97.5,Forest,0.0
12.2,97.59999999999998,Forest,0.0
12.2,97.69999999999996,Forest,0.0
12.2,97.7,Ag,0.0
12.2,97.79999999999995,Forest,0.0
12.2,97.8,Ag,0.0
12.2,97.89999999999996,Forest,0.0
12.2,97.9,Ag,0.0
12.2,97.99999999999996,Forest,0.0
12.2,98.0,Ag,0.0
12.2,98.09999999999997,Forest,0.0
12.2,98.09999999999998,Ag,0.0
12.2,98.19999999999996,Ag,0.0
12.2,98.29999999999994,Forest,0.0
12.2,98.29999999999995,Ag,0.0
12.2,98.39999999999992,Forest,0.0
12.2,98.39999999999996,Ag,0.0
12.2,98.49999999999991,Forest,0.0
12.2,98.49999999999996,Ag,0.0
12.2,98.59999999999992,Forest,0.0
12.2,98.59999999999997,Ag,0.0
12.2,98.69999999999992,Forest,0.0
12.2,98.69999999999996,Ag,0.0
12.2,98.79999999999993,Forest,0.0
12.2,98.79999999999994,Ag,0.0
12.2,98.8999999999999,Forest,0.0
12.2,98.89999999999992,Ag,0.0
12.2,98.9999999999999,Forest,0.0
12.2,98.99999999999991,Ag,0.0
12.2,99.0999999999999,Forest,0.0
12.2,99.09999999999992,Ag,0.0
12.2,99.19999999999987,Forest,0.0
12.2,99.19999999999992,Ag,0.0
12.2,99.29999999999988,Forest,0.0
12.2,99.29999999999993,Ag,0.0
12.2,99.39999999999988,Forest,0.0
12.2,99.3999999999999,Ag,0.0
12.2,99.49999999999989,Forest,0.0
12.2,99.4999999999999,Ag,0.0
12.2,99.59999999999988,Forest,0.0
12.2,99.5999999999999,Ag,0.0
12.2,99.69999999999986,Forest,0.0
12.2,99.69999999999987,Ag,0.0919637380733096
12.2,99.79999999999986,Forest,0.0
12.2,99.79999999999988,Ag,0.0
12.2,99.89999999999984,Forest,0.0
12.2,99.89999999999988,Ag,0.0
12.2,99.99999999999984,Forest,0.0
12.2,99.99999999999989,Ag,0.0
12.2,100.09999999999984,Forest,0.0
12.2,100.09999999999988,Ag,0.0
12.2,100.19999999999985,Forest,0.0
12.2,100.19999999999986,Ag,0.0
12.2,100.29999999999984,Forest,0.0
12.2,100.29999999999986,Ag,0.0
12.2,100.39999999999982,Forest,0.0
12.2,100.39999999999984,Ag,0.0
12.2,100.49999999999982,Forest,0.0
12.2,100.49999999999984,Ag,0.0
12.2,100.5999999999998,Forest,0.0
12.2,100.59999999999984,Ag,0.0
12.2,100.6999999999998,Forest,0.0
12.2,100.69999999999985,Ag,0.0
12.2,100.7999999999998,Forest,0.0
12.2,100.79999999999984,Ag,0.0
12.2,100.8999999999998,Forest,0.0
12.2,100.89999999999982,Ag,0.0
12.2,100.9999999999998,Forest,0.0
12.2,100.99999999999982,Ag,0.0
12.2,101.09999999999978,Forest,0.0
12.2,101.0999999999998,Ag,0.0
12.2,101.19999999999978,Forest,0.0
12.2,101.1999999999998,Ag,0.0
12.2,101.29999999999976,Forest,0.0
12.2,101.2999999999998,Ag,0.0
12.2,101.39999999999976,Forest,0.0
12.2,101.3999999999998,Ag,0.0
12.2,101.49999999999976,Forest,0.0
12.2,101.4999999999998,Ag,0.0
12.2,101.59999999999977,Forest,0.0
12.2,101.59999999999978,Ag,0.0
12.2,101.69999999999976,Forest,0.0
12.2,101.69999999999978,Ag,0.0
12.2,101.79999999999974,Forest,0.0
12.2,101.79999999999976,Ag,0.0
12.2,101.89999999999974,Forest,0.0
12.2,101.89999999999976,Ag,0.0
12.2,101.99999999999972,Forest,0.0
12.2,101.99999999999976,Ag,0.0
12.2,102.09999999999972,Forest,0.0
12.2,102.09999999999977,Ag,0.0
12.2,102.19999999999972,Forest,0.0
12.2,102.19999999999976,Ag,0.0
12.2,102.29999999999971,Forest,0.0
12.2,102.29999999999974,Ag,0.0
12.2,102.39999999999972,Forest,0.0
12.2,102.39999999999974,Ag,0.0
12.2,102.4999999999997,Forest,0.0
12.2,102.49999999999972,Ag,0.0
12.2,102.5999999999997,Forest,0.0
12.2,102.59999999999972,Ag,0.0
12.2,102.69999999999968,Forest,0.0
12.2,102.69999999999972,Ag,0.0
12.2,102.79999999999968,Forest,0.0
12.2,102.79999999999971,Ag,0.0
12.2,102.89999999999968,Forest,0.0
12.2,102.89999999999972,Ag,0.0
12.2,102.99999999999967,Forest,0.0
12.2,102.9999999999997,Ag,0.0
12.2,103.09999999999968,Forest,0.0
12.2,103.0999999999997,Ag,0.0
12.2,103.19999999999966,Forest,0.0
12.2,103.19999999999968,Ag,0.0
12.2,103.29999999999966,Forest,0.0
12.2,103.29999999999968,Ag,0.0
12.2,103.39999999999964,Forest,0.0
12.2,103.39999999999968,Ag,0.0
12.2,103.49999999999964,Forest,0.0
12.2,103.49999999999967,Ag,0.0
12.2,103.59999999999964,Forest,0.0
12.2,103.59999999999968,Ag,0.0
12.2,103.69999999999963,Forest,0.0
12.2,103.69999999999966,Ag,0.0
12.2,103.79999999999964,Forest,0.0
12.2,103.79999999999966,Ag,0.0
12.2,103.89999999999962,Forest,0.0
12.2,103.89999999999964,Ag,0.0
12.2,103.99999999999962,Forest,0.0
12.2,103.99999999999964,Ag,0.0
12.2,104.0999999999996,Forest,0.0
12.2,104.09999999999964,Ag,0.0
12.2,104.1999999999996,Forest,0.0
12.2,104.19999999999963,Ag,0.0
12.2,104.2999999999996,Forest,0.0
12.2,104.29999999999964,Ag,0.0
12.2,104.3999999999996,Forest,0.0
12.2,104.39999999999962,Ag,0.0
12.2,104.4999999999996,Forest,0.0
12.2,104.49999999999962,Ag,0.0
12.2,104.59999999999958,Forest,0.0
12.2,104.5999999999996,Ag,0.0
12.2,104.69999999999958,Forest,0.0
12.2,104.6999999999996,Ag,0.0
12.2,104.79999999999956,Forest,0.0
12.2,104.7999999999996,Ag,0.0
12.2,104.89999999999957,Forest,0.0
12.2,104.8999999999996,Ag,0.0
12.2,104.99999999999956,Forest,0.0
12.2,104.9999999999996,Ag,0.0
12.2,105.09999999999955,Forest,0.0
12.2,105.09999999999958,Ag,0.0
12.2,105.19999999999956,Forest,0.0
12.2,105.19999999999958,Ag,0.0
12.2,105.29999999999954,Forest,0.0
12.2,105.29999999999956,Ag,0.0
12.2,105.39999999999954,Forest,0.0
12.2,105.39999999999957,Ag,0.0
12.2,105.49999999999952,Forest,0.0
12.2,105.49999999999956,Ag,0.0
12.3,97.3,Forest,0.0
12.3,97.4,Forest,0.0
12.3,97.5,Forest,0.0
12.3,97.59999999999998,Forest,0.0
12.3,97.69999999999996,Forest,0.0
12.3,97.7,Ag,0.0
12.3,97.79999999999995,Forest,0.0
12.3,97.8,Ag,0.0
12.3,97.89999999999996,Forest,0.0
12.3,97.9,Ag,0.0
12.3,97.99999999999996,Forest,0.0
12.3,98.0,Ag,0.0
12.3,98.09999999999997,Forest,0.0
12.3,98.09999999999998,Ag,0.0
12.3,98.19999999999996,Ag,0.0
12.3,98.29999999999994,Forest,0.0
12.3,98.29999999999995,Ag,0.0
12.3,98.39999999999992,Forest,0.0
12.3,98.39999999999996,Ag,0.0
12.3,98.49999999999991,Forest,0.0
12.3,98.49999999999996,Ag,0.0
12.3,98.59999999999992,Forest,0.0
12.3,98.59999999999997,Ag,0.0
12.3,98.69999999999992,Forest,0.0
12.3,98.69999999999996,Ag,0.0
12.3,98.79999999999993,Forest,0.0
12.3,98.79999999999994,Ag,0.0
12.3,98.8999999999999,Forest,0.0
12.3,98.89999999999992,Ag,0.0
12.3,98.9999999999999,Forest,0.0
12.3,98.99999999999991,Ag,0.0
12.3,99.0999999999999,Forest,0.0
12.3,99.09999999999992,Ag,0.0
12.3,99.19999999999987,Forest,0.0
12.3,99.19999999999992,Ag,0.0
12.3,99.29999999999988,Forest,0.0
12.3,99.29999999999993,Ag,0.0
12.3,99.39999999999988,Forest,0.0
12.3,99.3999999999999,Ag,0.0
12.3,99.49999999999989,Forest,0.0
12.3,99.4999999999999,Ag,0.0
12.3,99.59999999999988,Forest,0.0
12.3,99.5999999999999,Ag,0.0
12.3,99.69999999999986,Forest,0.0
12.3,99.69999999999987,Ag,0.0
12.3,99.79999999999986,Forest,0.0
12.3,99.79999999999988,Ag,0.0
12.3,99.89999999999984,Forest,0.0
12.3,99.89999999999988,Ag,0.0
12.3,99.99999999999984,Forest,0.0
12.3,99.99999999999989,Ag,0.0
12.3,100.09999999999984,Forest,0.0
12.3,100.09999999999988,Ag,0.0
