ymin,xmin,crop_type,burn_area
14.59999999999999,98.0,Ag,0.0
14.59999999999999,98.09999999999997,Forest,0.0
14.59999999999999,98.09999999999998,Ag,0.0
14.59999999999999,98.19999999999996,Ag,0.0
14.59999999999999,98.29999999999994,Forest,0.0
14.59999999999999,98.29999999999995,Ag,0.0
14.59999999999999,98.39999999999992,Forest,0.0
14.59999999999999,98.39999999999996,Ag,0.0
14.59999999999999,98.49999999999991,Forest,0.0649155604041766
14.59999999999999,98.49999999999996,Ag,0.9225852507315688
14.59999999999999,98.59999999999992,Forest,0.0216385241342602
14.59999999999999,98.59999999999997,Ag,1.6738942379982606
14.59999999999999,98.69999999999992,Forest,0.0
14.59999999999999,98.69999999999996,Ag,0.0
14.59999999999999,98.79999999999993,Forest,0.0
14.59999999999999,98.79999999999994,Ag,0.0342610040464444
14.59999999999999,98.8999999999999,Forest,7.339550279741313
14.59999999999999,98.89999999999992,Ag,0.0
14.59999999999999,98.9999999999999,Forest,1.1425754752888917
14.59999999999999,98.99999999999991,Ag,0.0
14.59999999999999,99.0999999999999,Forest,5.083241020843783
14.59999999999999,99.09999999999992,Ag,0.0126224799121841
14.59999999999999,99.19999999999987,Forest,1.0140250433045928
14.59999999999999,99.19999999999992,Ag,0.0
14.59999999999999,99.29999999999988,Forest,4.756824812189231
14.59999999999999,99.29999999999993,Ag,0.929554940862673
14.59999999999999,99.39999999999988,Forest,0.8529185214724138
14.59999999999999,99.3999999999999,Ag,0.0604075517915059
14.59999999999999,99.49999999999989,Forest,0.364151466807327
14.59999999999999,99.4999999999999,Ag,3.4162759989240907
14.59999999999999,99.59999999999988,Forest,0.4480977893701207
14.59999999999999,99.5999999999999,Ag,1.1873241252203302
14.59999999999999,99.69999999999986,Forest,0.0
14.59999999999999,99.69999999999987,Ag,0.0
14.59999999999999,99.79999999999986,Forest,0.0
14.59999999999999,99.79999999999988,Ag,0.0
14.59999999999999,99.89999999999984,Forest,0.0
14.59999999999999,99.89999999999988,Ag,0.0099176561443489
14.59999999999999,99.99999999999984,Forest,0.0
14.59999999999999,99.99999999999989,Ag,0.0
14.59999999999999,100.09999999999984,Forest,0.0
14.59999999999999,100.09999999999988,Ag,0.0
14.59999999999999,100.19999999999985,Forest,0.0
14.59999999999999,100.19999999999986,Ag,0.0
14.59999999999999,100.29999999999984,Forest,0.0
14.59999999999999,100.29999999999986,Ag,0.0
14.59999999999999,100.39999999999982,Forest,0.0
14.59999999999999,100.39999999999984,Ag,0.0
14.59999999999999,100.49999999999982,Forest,0.0
14.59999999999999,100.49999999999984,Ag,0.0
14.59999999999999,100.5999999999998,Forest,0.0
14.59999999999999,100.59999999999984,Ag,0.0
14.59999999999999,100.6999999999998,Forest,0.0
14.59999999999999,100.69999999999985,Ag,0.0090160442226549
14.59999999999999,100.7999999999998,Forest,0.0
14.59999999999999,100.79999999999984,Ag,0.0
14.59999999999999,100.8999999999998,Forest,0.0360642098914671
14.59999999999999,100.89999999999982,Ag,0.0
14.59999999999999,100.9999999999998,Forest,0.0
14.59999999999999,100.99999999999982,Ag,0.0
14.59999999999999,101.09999999999978,Forest,0.0072128443783515
14.59999999999999,101.0999999999998,Ag,0.0
14.59999999999999,101.19999999999978,Forest,0.0
14.59999999999999,101.1999999999998,Ag,0.0
14.59999999999999,101.29999999999976,Forest,0.0
14.59999999999999,101.2999999999998,Ag,0.0198353152903001
14.59999999999999,101.39999999999976,Forest,0.0
14.59999999999999,101.3999999999998,Ag,0.0108192650674947
14.59999999999999,101.49999999999976,Forest,0.0
14.59999999999999,101.4999999999998,Ag,0.0
14.59999999999999,101.59999999999977,Forest,0.0
14.59999999999999,101.59999999999978,Ag,0.0099176531450322
14.59999999999999,101.69999999999976,Forest,0.0
14.59999999999999,101.69999999999978,Ag,0.0504898896479446
14.59999999999999,101.79999999999974,Forest,0.1622889370059148
14.59999999999999,101.79999999999976,Ag,0.0306545743576345
14.59999999999999,101.89999999999974,Forest,0.0
14.59999999999999,101.89999999999976,Ag,0.0
14.59999999999999,101.99999999999972,Forest,0.0
14.59999999999999,101.99999999999976,Ag,0.0
14.59999999999999,102.09999999999972,Forest,0.0
14.59999999999999,102.09999999999977,Ag,0.0
14.59999999999999,102.19999999999972,Forest,0.0
14.59999999999999,102.19999999999976,Ag,0.0
14.59999999999999,102.29999999999971,Forest,0.0
14.59999999999999,102.29999999999974,Ag,0.0
14.59999999999999,102.39999999999972,Forest,0.0
14.59999999999999,102.39999999999974,Ag,0.0
14.59999999999999,102.4999999999997,Forest,0.0
14.59999999999999,102.49999999999972,Ag,0.0
14.59999999999999,102.5999999999997,Forest,0.0
14.59999999999999,102.59999999999972,Ag,0.0
14.59999999999999,102.69999999999968,Forest,0.0
14.59999999999999,102.69999999999972,Ag,0.0
14.59999999999999,102.79999999999968,Forest,0.0
14.59999999999999,102.79999999999971,Ag,0.0
14.59999999999999,102.89999999999968,Forest,0.0
14.59999999999999,102.89999999999972,Ag,0.0
14.59999999999999,102.99999999999967,Forest,0.0
14.59999999999999,102.9999999999997,Ag,0.0
14.59999999999999,103.09999999999968,Forest,0.0
14.59999999999999,103.0999999999997,Ag,0.0
14.59999999999999,103.19999999999966,Forest,0.0
14.59999999999999,103.19999999999968,Ag,0.0
14.59999999999999,103.29999999999966,Forest,0.0
14.59999999999999,103.29999999999968,Ag,0.0
14.59999999999999,103.39999999999964,Forest,0.0
14.59999999999999,103.39999999999968,Ag,0.0
14.59999999999999,103.49999999999964,Forest,0.0
14.59999999999999,103.49999999999967,Ag,0.0
14.59999999999999,103.59999999999964,Forest,0.0
14.59999999999999,103.59999999999968,Ag,0.0
14.59999999999999,103.69999999999963,Forest,0.0
14.59999999999999,103.69999999999966,Ag,0.0
14.59999999999999,103.79999999999964,Forest,0.0
14.59999999999999,103.79999999999966,Ag,0.0
14.59999999999999,103.89999999999962,Forest,0.0
14.59999999999999,103.89999999999964,Ag,0.0
14.59999999999999,103.99999999999962,Forest,0.0
14.59999999999999,103.99999999999964,Ag,0.0
14.59999999999999,104.0999999999996,Forest,0.0
14.59999999999999,104.09999999999964,Ag,0.0
14.59999999999999,104.1999999999996,Forest,0.0
14.59999999999999,104.19999999999963,Ag,0.0
14.59999999999999,104.2999999999996,Forest,0.0
14.59999999999999,104.29999999999964,Ag,0.0
14.59999999999999,104.3999999999996,Forest,0.0
14.59999999999999,104.39999999999962,Ag,0.0
14.59999999999999,104.4999999999996,Forest,0.0
14.59999999999999,104.49999999999962,Ag,0.0
14.59999999999999,104.59999999999958,Forest,0.0
14.59999999999999,104.5999999999996,Ag,0.0
14.59999999999999,104.69999999999958,Forest,0.0
14.59999999999999,104.6999999999996,Ag,0.0
14.59999999999999,104.79999999999956,Forest,0.0
14.59999999999999,104.7999999999996,Ag,0.0350425637769781
14.59999999999999,104.89999999999957,Forest,0.0
14.59999999999999,104.8999999999996,Ag,0.0
14.59999999999999,104.99999999999956,Forest,0.0
14.59999999999999,104.9999999999996,Ag,0.2767928261391676
14.59999999999999,105.09999999999955,Forest,0.0
14.59999999999999,105.09999999999958,Ag,0.0
14.59999999999999,105.19999999999956,Forest,0.0
14.59999999999999,105.19999999999958,Ag,0.0
14.59999999999999,105.29999999999954,Forest,0.0
14.59999999999999,105.29999999999956,Ag,0.0
14.59999999999999,105.39999999999954,Forest,2.346346063756326
14.59999999999999,105.39999999999957,Ag,0.0
14.59999999999999,105.49999999999952,Forest,0.0
14.59999999999999,105.49999999999956,Ag,0.0
14.599999999999993,97.6,Rice,0.0
14.599999999999993,97.7,Rice,0.0
14.599999999999993,97.79999999999998,Rice,0.0
14.599999999999993,97.8,Other,0.0
14.599999999999993,97.89999999999998,Rice,0.0
14.599999999999993,97.9,Other,0.0
14.599999999999993,97.99999999999996,Rice,0.0
14.599999999999993,98.0,Other,0.0
14.599999999999993,98.09999999999997,Rice,0.0
14.599999999999993,98.09999999999998,Other,0.0
14.599999999999993,98.19999999999996,Other,0.0
14.599999999999993,98.29999999999995,Other,0.0
14.599999999999993,98.39999999999996,Other,0.0
14.599999999999993,98.49999999999994,Rice,0.0
14.599999999999993,98.49999999999996,Other,0.0
14.599999999999993,98.5,Sugarcane,0.0
14.599999999999993,98.59999999999994,Rice,0.0
14.599999999999993,98.59999999999997,Other,0.0
14.599999999999993,98.6,Sugarcane,0.0
14.599999999999993,98.69999999999992,Rice,0.0
14.599999999999993,98.69999999999996,Other,0.0
14.599999999999993,98.7,Sugarcane,0.0
14.599999999999993,98.79999999999993,Rice,0.0
14.599999999999993,98.79999999999994,Other,0.0
14.599999999999993,98.79999999999998,Sugarcane,0.0
14.599999999999993,98.89999999999992,Other,0.0
14.599999999999993,98.89999999999998,Sugarcane,0.0
14.599999999999993,98.99999999999991,Other,0.0
14.599999999999993,98.99999999999996,Sugarcane,0.0
14.599999999999993,99.09999999999992,Other,0.0
14.599999999999993,99.09999999999997,Sugarcane,0.0
14.599999999999993,99.1999999999999,Rice,0.0
14.599999999999993,99.19999999999992,Other,0.0
14.599999999999993,99.19999999999996,Sugarcane,0.0
14.599999999999993,99.2999999999999,Rice,0.0432770632689165
14.599999999999993,99.29999999999993,Other,0.0
14.599999999999993,99.29999999999995,Sugarcane,1.884722389047701
14.599999999999993,99.39999999999988,Rice,0.0
14.599999999999993,99.3999999999999,Other,0.0
14.599999999999993,99.39999999999996,Sugarcane,0.1379456011079327
14.599999999999993,99.49999999999989,Rice,0.7050552762250134
14.599999999999993,99.4999999999999,Other,0.0
14.599999999999993,99.49999999999994,Sugarcane,2.058463130942315
14.599999999999993,99.59999999999988,Rice,0.0
14.599999999999993,99.5999999999999,Other,0.0
14.599999999999993,99.59999999999994,Sugarcane,0.8773180367640335
14.599999999999993,99.69999999999987,Rice,0.1127006562807167
14.599999999999993,99.69999999999992,Sugarcane,0.0
14.599999999999993,99.79999999999988,Rice,0.0768325690332235
14.599999999999993,99.79999999999993,Sugarcane,0.0126224709119485
14.599999999999993,99.89999999999986,Rice,0.4201480147792806
14.599999999999993,99.89999999999988,Other,0.0
14.599999999999993,99.89999999999992,Sugarcane,0.0
14.599999999999993,99.99999999999986,Rice,0.0
14.599999999999993,99.99999999999989,Other,0.0
14.599999999999993,99.99999999999991,Sugarcane,0.0
14.599999999999993,100.09999999999984,Rice,0.0
14.599999999999993,100.09999999999988,Other,0.0
14.599999999999993,100.09999999999992,Sugarcane,0.0
14.599999999999993,100.19999999999985,Rice,0.0
14.599999999999993,100.19999999999986,Other,0.0
14.599999999999993,100.1999999999999,Sugarcane,0.0
14.599999999999993,100.29999999999984,Rice,0.0
14.599999999999993,100.29999999999986,Other,0.0
14.599999999999993,100.2999999999999,Sugarcane,0.0
14.599999999999993,100.39999999999984,Other,0.0
14.599999999999993,100.39999999999988,Sugarcane,0.0
14.599999999999993,100.49999999999984,Rice,0.0865541205399582
14.599999999999993,100.49999999999989,Sugarcane,0.0
14.599999999999993,100.59999999999982,Rice,0.0
14.599999999999993,100.59999999999984,Other,0.0
14.599999999999993,100.59999999999988,Sugarcane,0.0
14.599999999999993,100.69999999999982,Rice,0.0441786571920456
14.599999999999993,100.69999999999985,Other,0.0
14.599999999999993,100.69999999999987,Sugarcane,0.0
14.599999999999993,100.7999999999998,Rice,0.0
14.599999999999993,100.79999999999984,Other,0.0297529744354928
14.599999999999993,100.79999999999988,Sugarcane,0.0
14.599999999999993,100.8999999999998,Rice,0.064915566404337
14.599999999999993,100.89999999999982,Other,0.0
14.599999999999993,100.89999999999986,Sugarcane,0.0
14.599999999999993,100.9999999999998,Rice,0.0
14.599999999999993,100.99999999999982,Other,0.0
14.599999999999993,100.99999999999986,Sugarcane,0.0
14.599999999999993,101.0999999999998,Other,0.0
14.599999999999993,101.09999999999984,Sugarcane,0.3867886586575684
14.599999999999993,101.1999999999998,Other,0.0
14.599999999999993,101.19999999999985,Sugarcane,0.0
14.599999999999993,101.29999999999978,Rice,0.0
14.599999999999993,101.2999999999998,Other,0.0
14.599999999999993,101.29999999999984,Sugarcane,0.0
14.599999999999993,101.39999999999978,Rice,0.0
14.599999999999993,101.3999999999998,Other,0.0
14.599999999999993,101.39999999999984,Sugarcane,0.0099176681448593
14.599999999999993,101.49999999999976,Rice,0.0
14.599999999999993,101.4999999999998,Other,0.0
14.599999999999993,101.49999999999984,Sugarcane,0.1682102751096592
14.599999999999993,101.59999999999977,Rice,0.0
14.599999999999993,101.59999999999978,Other,0.0
14.599999999999993,101.59999999999982,Sugarcane,0.294313236019938
14.599999999999993,101.69999999999976,Rice,0.1208150945850417
14.599999999999993,101.69999999999978,Other,0.0
14.599999999999993,101.69999999999982,Sugarcane,0.5118531242170555
14.599999999999993,101.79999999999976,Rice,0.0441786571920555
14.599999999999993,101.7999999999998,Sugarcane,0.0732886603358215
14.599999999999993,101.89999999999976,Rice,0.1850512722365969
14.599999999999993,101.8999999999998,Sugarcane,0.0
14.599999999999993,101.99999999999974,Rice,0.0531947104145569
14.599999999999993,101.99999999999976,Other,0.0
14.599999999999993,101.9999999999998,Sugarcane,0.0
14.599999999999993,102.09999999999974,Rice,0.2827388117264917
14.599999999999993,102.09999999999977,Other,0.0
14.599999999999993,102.0999999999998,Sugarcane,0.0
14.599999999999993,102.19999999999972,Rice,0.2939233206624864
14.599999999999993,102.19999999999976,Other,0.0
14.599999999999993,102.1999999999998,Sugarcane,0.0793412461604354
14.599999999999993,102.29999999999971,Rice,0.0
14.599999999999993,102.29999999999974,Other,0.0
14.599999999999993,102.29999999999978,Sugarcane,0.0
14.599999999999993,102.39999999999972,Rice,0.0
14.599999999999993,102.39999999999974,Other,0.0
14.599999999999993,102.39999999999978,Sugarcane,0.0
14.599999999999993,102.49999999999972,Other,0.0
14.599999999999993,102.49999999999976,Sugarcane,0.0
14.599999999999993,102.59999999999972,Other,0.0
14.599999999999993,102.59999999999977,Sugarcane,0.0
14.599999999999993,102.6999999999997,Rice,0.0
14.599999999999993,102.69999999999972,Other,0.0
14.599999999999993,102.69999999999976,Sugarcane,0.0
14.599999999999993,102.7999999999997,Rice,1.991526635645336
14.599999999999993,102.79999999999971,Other,0.0
14.599999999999993,102.79999999999976,Sugarcane,0.0
14.599999999999993,102.8999999999997,Rice,0.6897038148949793
14.599999999999993,102.89999999999972,Other,0.0
14.599999999999993,102.89999999999976,Sugarcane,0.0
14.599999999999993,102.99999999999967,Rice,0.263193596422693
14.599999999999993,102.9999999999997,Other,0.0
14.599999999999993,102.99999999999974,Sugarcane,0.0
14.599999999999993,103.09999999999968,Rice,1.7698291365157883
14.599999999999993,103.0999999999997,Other,0.0
14.599999999999993,103.09999999999974,Sugarcane,0.0667187662457861
14.599999999999993,103.19999999999968,Rice,0.3490192247377392
14.599999999999993,103.19999999999972,Sugarcane,0.0252449418238971
14.599999999999993,103.29999999999968,Other,0.0
14.599999999999993,103.29999999999971,Sugarcane,0.0
14.599999999999993,103.39999999999966,Rice,0.0162288886010065
14.599999999999993,103.39999999999968,Other,0.0
14.599999999999993,103.39999999999972,Sugarcane,0.0
14.599999999999993,103.49999999999966,Rice,0.2091724059671715
14.599999999999993,103.49999999999967,Other,0.0
14.599999999999993,103.49999999999972,Sugarcane,0.0
14.599999999999993,103.59999999999964,Rice,0.2145820175034065
14.599999999999993,103.59999999999968,Other,0.0
14.599999999999993,103.59999999999972,Sugarcane,0.0
14.599999999999993,103.69999999999963,Rice,0.2452366098601749
14.599999999999993,103.69999999999966,Other,0.0
14.599999999999993,103.6999999999997,Sugarcane,0.0
14.599999999999993,103.79999999999964,Rice,0.2677767249155928
14.599999999999993,103.79999999999966,Other,0.0
14.599999999999993,103.7999999999997,Sugarcane,0.0
14.599999999999993,103.89999999999964,Rice,0.0622107366363515
14.599999999999993,103.8999999999997,Sugarcane,0.0
14.599999999999993,103.99999999999964,Rice,0.0540963133358357
14.599999999999993,103.99999999999967,Sugarcane,0.0
14.599999999999993,104.09999999999962,Rice,0.1505680780165984
14.599999999999993,104.09999999999964,Other,0.0
14.599999999999993,104.09999999999968,Sugarcane,0.0
14.599999999999993,104.19999999999962,Rice,0.0
14.599999999999993,104.19999999999963,Other,0.0
14.599999999999993,104.19999999999968,Sugarcane,0.0
14.599999999999993,104.2999999999996,Rice,0.0695608559305959
14.599999999999993,104.29999999999964,Other,0.0
14.599999999999993,104.29999999999968,Sugarcane,0.0
14.599999999999993,104.3999999999996,Rice,0.2270672524984239
14.599999999999993,104.39999999999962,Other,0.0
14.599999999999993,104.39999999999966,Sugarcane,0.0
14.599999999999993,104.4999999999996,Rice,0.1604857131664791
14.599999999999993,104.49999999999962,Other,0.0
14.599999999999993,104.49999999999966,Sugarcane,0.0
14.599999999999993,104.5999999999996,Rice,0.1640921518521113
14.599999999999993,104.59999999999964,Sugarcane,0.0
14.599999999999993,104.6999999999996,Rice,0.1812226283760765
14.599999999999993,104.69999999999963,Sugarcane,0.0
14.599999999999993,104.7999999999996,Rice,0.0134270279357587
14.599999999999993,104.79999999999964,Sugarcane,0.0
14.599999999999993,104.89999999999958,Rice,0.0910621291503634
14.599999999999993,104.8999999999996,Other,0.0
14.599999999999993,104.89999999999964,Sugarcane,0.0
14.599999999999993,104.99999999999956,Rice,0.2776943930612107
14.599999999999993,104.9999999999996,Other,0.0
14.599999999999993,104.99999999999964,Sugarcane,0.0
14.599999999999993,105.09999999999955,Rice,0.1947466872123312
14.599999999999993,105.09999999999958,Other,0.0
14.599999999999993,105.19999999999956,Rice,1.4344538403366762
14.599999999999993,105.19999999999958,Other,0.0
14.599999999999993,105.29999999999956,Rice,0.6507024043094738
14.599999999999993,105.39999999999957,Rice,0.0967283442549252
14.599999999999993,105.49999999999956,Other,0.0
14.599999999999994,97.4,Maize,0.0
14.599999999999994,97.5,Maize,0.0
14.599999999999994,97.6,Maize,0.0
14.599999999999994,97.7,Maize,0.0
14.599999999999994,97.79999999999998,Maize,0.0
14.599999999999994,97.89999999999998,Maize,0.0
14.599999999999994,97.99999999999996,Maize,0.0
14.599999999999994,98.09999999999997,Maize,0.0
14.599999999999994,98.19999999999996,Maize,0.0
14.599999999999994,98.29999999999995,Maize,0.0
14.599999999999994,98.39999999999996,Maize,0.0
14.599999999999994,98.49999999999994,Maize,0.0
14.599999999999994,98.59999999999994,Maize,0.0
14.599999999999994,98.69999999999992,Maize,0.0
14.599999999999994,98.79999999999993,Maize,0.0
14.599999999999994,98.89999999999992,Maize,0.0793412551597128
14.599999999999994,98.99999999999991,Maize,2.886093519154242
14.599999999999994,99.09999999999992,Maize,12.53464758354106
14.599999999999994,99.1999999999999,Maize,0.0
14.599999999999994,99.2999999999999,Maize,0.5919664297729222
14.599999999999994,99.39999999999988,Maize,0.0081144443005032
14.599999999999994,99.49999999999989,Maize,0.0
14.599999999999994,99.59999999999988,Maize,0.0
14.599999999999994,99.69999999999987,Maize,0.0
14.599999999999994,99.79999999999988,Maize,0.0
14.599999999999994,99.89999999999986,Maize,0.0
14.599999999999994,99.99999999999986,Maize,0.0
14.599999999999994,100.09999999999984,Maize,0.0
14.599999999999994,100.19999999999985,Maize,0.0
14.599999999999994,100.29999999999984,Maize,0.0
14.599999999999994,100.39999999999984,Maize,0.0
14.599999999999994,100.49999999999984,Maize,0.0
14.599999999999994,100.59999999999982,Maize,0.0
14.599999999999994,100.69999999999982,Maize,0.0577027220250473
14.599999999999994,100.7999999999998,Maize,0.0
14.599999999999994,100.8999999999998,Maize,0.0234417389795185
14.599999999999994,100.9999999999998,Maize,0.0504898776457276
14.599999999999994,101.0999999999998,Maize,0.0144256887563339
14.599999999999994,101.1999999999998,Maize,0.0
14.599999999999994,101.29999999999978,Maize,0.0072128413782763
14.599999999999994,101.39999999999978,Maize,0.0315561922800678
14.599999999999994,101.49999999999976,Maize,0.0324577862011109
14.599999999999994,101.59999999999977,Maize,0.0180321094458463
14.599999999999994,101.69999999999976,Maize,0.0
14.599999999999994,101.79999999999976,Maize,0.0
14.599999999999994,101.89999999999976,Maize,0.0
14.599999999999994,101.99999999999974,Maize,0.0
14.599999999999994,102.09999999999974,Maize,0.0
14.599999999999994,102.19999999999972,Maize,0.0
14.599999999999994,102.29999999999971,Maize,0.0
14.599999999999994,102.39999999999972,Maize,0.0
14.69999999999999,97.3,Forest,0.0
14.69999999999999,97.4,Forest,0.0
14.69999999999999,97.5,Forest,0.0
14.69999999999999,97.59999999999998,Forest,0.0
14.69999999999999,97.69999999999996,Forest,0.0
14.69999999999999,97.7,Ag,0.0
14.69999999999999,97.79999999999995,Forest,0.0
14.69999999999999,97.8,Ag,0.0
14.69999999999999,97.89999999999996,Forest,0.0
14.69999999999999,97.9,Ag,0.0
14.69999999999999,97.99999999999996,Forest,0.0
14.69999999999999,98.0,Ag,0.0
14.69999999999999,98.09999999999997,Forest,0.0
14.69999999999999,98.09999999999998,Ag,0.0
14.69999999999999,98.19999999999996,Ag,0.0
14.69999999999999,98.29999999999994,Forest,0.0
14.69999999999999,98.29999999999995,Ag,0.0
14.69999999999999,98.39999999999992,Forest,0.1316343476533635
14.69999999999999,98.39999999999996,Ag,0.0081144533007388
14.69999999999999,98.49999999999991,Forest,0.0
14.69999999999999,98.49999999999996,Ag,0.0072128413782763
14.69999999999999,98.59999999999992,Forest,1.8448567478629343
14.69999999999999,98.59999999999997,Ag,2.135902740869393
14.69999999999999,98.69999999999992,Forest,0.0
14.69999999999999,98.69999999999996,Ag,0.0
14.69999999999999,98.79999999999993,Forest,0.2551542690042498
14.69999999999999,98.79999999999994,Ag,0.0324577712018627
14.69999999999999,98.8999999999999,Forest,21.75880826748113
14.69999999999999,98.89999999999992,Ag,0.0
14.69999999999999,98.9999999999999,Forest,2.827838237785655
14.69999999999999,98.99999999999991,Ag,0.0234417419796037
14.69999999999999,99.0999999999999,Forest,4.216555749847848
14.69999999999999,99.09999999999992,Ag,0.0
14.69999999999999,99.19999999999987,Forest,2.750168862232107
14.69999999999999,99.19999999999992,Ag,0.0613091577141872
14.69999999999999,99.29999999999988,Forest,0.4316876791766709
14.69999999999999,99.29999999999993,Ag,0.0747371656767697
14.69999999999999,99.39999999999988,Forest,1.172988389886608
14.69999999999999,99.3999999999999,Ag,0.6433281987512697
14.69999999999999,99.49999999999989,Forest,1.971811563035217
14.69999999999999,99.4999999999999,Ag,0.575470872979451
14.69999999999999,99.59999999999988,Forest,0.0595059188686867
14.69999999999999,99.5999999999999,Ag,0.8877389019736458
14.69999999999999,99.69999999999986,Forest,0.0
14.69999999999999,99.69999999999987,Ag,0.0
14.69999999999999,99.79999999999986,Forest,0.0
14.69999999999999,99.79999999999988,Ag,0.0
14.69999999999999,99.89999999999984,Forest,0.0
14.69999999999999,99.89999999999988,Ag,0.0
14.69999999999999,99.99999999999984,Forest,0.0
14.69999999999999,99.99999999999989,Ag,0.0
14.69999999999999,100.09999999999984,Forest,0.0
14.69999999999999,100.09999999999988,Ag,0.0
14.69999999999999,100.19999999999985,Forest,0.0
14.69999999999999,100.19999999999986,Ag,0.0
14.69999999999999,100.29999999999984,Forest,0.0
14.69999999999999,100.29999999999986,Ag,0.0
14.69999999999999,100.39999999999982,Forest,0.0
14.69999999999999,100.39999999999984,Ag,0.0
14.69999999999999,100.49999999999982,Forest,0.0
14.69999999999999,100.49999999999984,Ag,0.0
14.69999999999999,100.5999999999998,Forest,0.0
14.69999999999999,100.59999999999984,Ag,0.080242864081162
14.69999999999999,100.6999999999998,Forest,0.0
14.69999999999999,100.69999999999985,Ag,0.0712268018603213
14.69999999999999,100.7999999999998,Forest,0.0
14.69999999999999,100.79999999999984,Ag,0.0
14.69999999999999,100.8999999999998,Forest,0.0
14.69999999999999,100.89999999999982,Ag,0.0
14.69999999999999,100.9999999999998,Forest,0.0
14.69999999999999,100.99999999999982,Ag,0.0414738394241811
14.69999999999999,101.09999999999978,Forest,0.0
14.69999999999999,101.0999999999998,Ag,0.0
14.69999999999999,101.19999999999978,Forest,0.0
14.69999999999999,101.1999999999998,Ag,0.0
14.69999999999999,101.29999999999976,Forest,0.0
14.69999999999999,101.2999999999998,Ag,0.0378674397365524
14.69999999999999,101.39999999999976,Forest,0.0
14.69999999999999,101.3999999999998,Ag,0.0468834779588474
14.69999999999999,101.49999999999976,Forest,0.0
14.69999999999999,101.4999999999998,Ag,0.0369658248126774
14.69999999999999,101.59999999999977,Forest,0.0
14.69999999999999,101.59999999999978,Ag,0.0
14.69999999999999,101.69999999999976,Forest,0.3692694457546224
14.69999999999999,101.69999999999978,Ag,0.4095830090530177
14.69999999999999,101.79999999999974,Forest,0.493566764863586
14.69999999999999,101.79999999999976,Ag,0.7156203149430215
14.69999999999999,101.89999999999974,Forest,0.0
14.69999999999999,101.89999999999976,Ag,0.2091723759690443
14.69999999999999,101.99999999999972,Forest,0.0
14.69999999999999,101.99999999999976,Ag,0.0234417299792829
14.69999999999999,102.09999999999972,Forest,0.0
14.69999999999999,102.09999999999977,Ag,0.0
14.69999999999999,102.19999999999972,Forest,0.0
14.69999999999999,102.19999999999976,Ag,0.0
14.69999999999999,102.29999999999971,Forest,0.0
14.69999999999999,102.29999999999974,Ag,0.0
14.69999999999999,102.39999999999972,Forest,0.0
14.69999999999999,102.39999999999974,Ag,0.0
14.69999999999999,102.4999999999997,Forest,0.0
14.69999999999999,102.49999999999972,Ag,0.0
14.69999999999999,102.5999999999997,Forest,0.0
14.69999999999999,102.59999999999972,Ag,0.0
14.69999999999999,102.69999999999968,Forest,0.0
14.69999999999999,102.69999999999972,Ag,0.0
14.69999999999999,102.79999999999968,Forest,0.0
14.69999999999999,102.79999999999971,Ag,0.0
14.69999999999999,102.89999999999968,Forest,0.0
14.69999999999999,102.89999999999972,Ag,0.0
14.69999999999999,102.99999999999967,Forest,0.0
14.69999999999999,102.9999999999997,Ag,0.0
14.69999999999999,103.09999999999968,Forest,0.0
14.69999999999999,103.0999999999997,Ag,0.0
14.69999999999999,103.19999999999966,Forest,0.0
14.69999999999999,103.19999999999968,Ag,0.0
14.69999999999999,103.29999999999966,Forest,0.0
14.69999999999999,103.29999999999968,Ag,0.0
14.69999999999999,103.39999999999964,Forest,0.0
14.69999999999999,103.39999999999968,Ag,0.0
14.69999999999999,103.49999999999964,Forest,0.0
14.69999999999999,103.49999999999967,Ag,0.0
14.69999999999999,103.59999999999964,Forest,0.0
14.69999999999999,103.59999999999968,Ag,0.0
14.69999999999999,103.69999999999963,Forest,0.0
14.69999999999999,103.69999999999966,Ag,0.0
14.69999999999999,103.79999999999964,Forest,0.0
14.69999999999999,103.79999999999966,Ag,0.0
14.69999999999999,103.89999999999962,Forest,0.0
14.69999999999999,103.89999999999964,Ag,0.0
14.69999999999999,103.99999999999962,Forest,0.0
14.69999999999999,103.99999999999964,Ag,0.0
14.69999999999999,104.0999999999996,Forest,0.0
14.69999999999999,104.09999999999964,Ag,0.0
14.69999999999999,104.1999999999996,Forest,0.0
14.69999999999999,104.19999999999963,Ag,0.0
14.69999999999999,104.2999999999996,Forest,0.0
14.69999999999999,104.29999999999964,Ag,0.0
14.69999999999999,104.3999999999996,Forest,0.0
14.69999999999999,104.39999999999962,Ag,0.0144256917567883
14.69999999999999,104.4999999999996,Forest,0.0
14.69999999999999,104.49999999999962,Ag,0.0092845599781923
14.69999999999999,104.59999999999958,Forest,0.0
14.69999999999999,104.5999999999996,Ag,0.0
14.69999999999999,104.69999999999958,Forest,0.0
14.69999999999999,104.6999999999996,Ag,0.0
14.69999999999999,104.79999999999956,Forest,0.0
14.69999999999999,104.7999999999996,Ag,1.437278662299018
14.69999999999999,104.89999999999957,Forest,0.0
14.69999999999999,104.8999999999996,Ag,0.0
14.69999999999999,104.99999999999956,Forest,0.0
14.69999999999999,104.9999999999996,Ag,0.0
14.69999999999999,105.09999999999955,Forest,0.0
14.69999999999999,105.09999999999958,Ag,0.0072128473784367
14.69999999999999,105.19999999999956,Forest,0.0
